species_id,full_species,species,genus,family,epithet,author,unmatched_terms,iucn_status
662,Trimezia martinicensis (Jacq.) Herb.,Trimezia martinicensis,Trimezia,Iridaceae,martinicensis,(Jacq.) Herb.,,Not assessed
663,Vangueria madagascariensis J.F.Gmel.,Vangueria madagascariensis,Vangueria,Rubiaceae,madagascariensis,J.F.Gmel.,,LC
664,Vepris lanceolata (Lam.) G.Don,Vepris lanceolata,Vepris,Rutaceae,lanceolata,(Lam.) G.Don,,Not assessed
665,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra,Zaleya,Aizoaceae,pentandra,(L.) C.Jeffrey,,Not assessed
666,Cereus repandus (L.) Mill.,Cereus repandus,Cereus,Cactaceae,repandus,(L.) Mill.,,LC
667,Bismarckia nobilis Hildebrandt & H.Wendl.,Bismarckia nobilis,Bismarckia,Arecaceae,nobilis,Hildebrandt & H.Wendl.,,LC
668,Vachellia nilotica (L.) P.J.H.Hurter & Mabb.,Vachellia nilotica,Vachellia,Fabaceae,nilotica,(L.) P.J.H.Hurter & Mabb.,,LC
669,Heptapleurum arboricola Hayata,Heptapleurum arboricola,Heptapleurum,Araliaceae,arboricola,Hayata,,Not assessed
670,Fragaria chiloensis (L.) Mill.,Fragaria chiloensis,Fragaria,Rosaceae,chiloensis,(L.) Mill.,,Not assessed
671,Aphelandra squarrosa Nees,Aphelandra squarrosa,Aphelandra,Acanthaceae,squarrosa,Nees,,Not assessed
672,Pereskia aculeata Mill.,Pereskia aculeata,Pereskia,Cactaceae,aculeata,Mill.,,LC
673,Peperomia argyraea W.Bull,Peperomia argyraea,Peperomia,Piperaceae,argyreia,W.Bull,,Not assessed
674,Peperomia caperata Yunck.,Peperomia caperata,Peperomia,Piperaceae,caperata,Yunck.,,Not assessed
675,Anthurium andraeanum Linden ex André,Anthurium andraeanum,Anthurium,Araceae,andraeanum,Linden ex André,,Not assessed
676,Anthurium scherzerianum Schott,Anthurium scherzerianum,Anthurium,Araceae,scherzerianum,Schott,,Not assessed
677,Zamia furfuracea L.f. ex Aiton,Zamia furfuracea,Zamia,Zamiaceae,furfuracea,L.f. ex Aiton,,EN
678,Dendrobium nobile Lindl.,Dendrobium nobile,Dendrobium,Orchidaceae,nobile,Lindl.,,Not assessed
679,Nandina domestica Thunb.,Nandina domestica,Nandina,Berberidaceae,domestica,Thunb.,,Not assessed
680,Falcataria falcata (L.) Greuter & R.Rankin,Falcataria falcata,Falcataria,Fabaceae,moluccana,(L.) Greuter & R.Rankin,,LC
681,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa,Vachellia,Fabaceae,tortuosa,(L.) Seigler & Ebinger,,LC
682,Bourreria succulenta Jacq.,Bourreria succulenta,Bourreria,Ehretiaceae,succulenta,Jacq.,,LC
683,Crotalaria brevidens Benth.,Crotalaria brevidens,Crotalaria,Fabaceae,brevidens,Benth.,,Not assessed
684,Crotalaria pumila Ortega,Crotalaria pumila,Crotalaria,Fabaceae,pumila,Ortega,,LC
685,Dendrobium chrysotoxum Lindl.,Dendrobium chrysotoxum,Dendrobium,Orchidaceae,chrysotoxum,Lindl.,,Not assessed
686,Dendrobium crumenatum Sw.,Dendrobium crumenatum,Dendrobium,Orchidaceae,crumenatum,Sw.,,Not assessed
687,Dendrobium moschatum (Banks) Sw.,Dendrobium moschatum,Dendrobium,Orchidaceae,moschatum,(Banks) Sw.,,Not assessed
688,Entada gigas (L.) Fawc. & Rendle,Entada gigas,Entada,Fabaceae,gigas,(L.) Fawc. & Rendle,,Not assessed
689,Fittonia albivenis (Lindl. ex Veitch) Brummitt,Fittonia albivenis,Fittonia,Acanthaceae,albivenis,(Lindl. ex Veitch) Brummitt,,Not assessed
690,Illicium verum Hook.f.,Illicium verum,Illicium,Schisandraceae,verum,Hook.f.,,Not assessed
691,Lactuca floridana (L.) Gaertn.,Lactuca floridana,Lactuca,Asteraceae,floridana,(L.) Gaertn.,,Not assessed
692,Mussaenda pubescens Dryand.,Mussaenda pubescens,Mussaenda,Rubiaceae,pubescens,Dryand.,,Not assessed
693,Neolamarckia cadamba (Roxb.) Bosser,Neolamarckia cadamba,Neolamarckia,Rubiaceae,cadamba,(Roxb.) Bosser,,Not assessed
694,Nymphaea ampla (Salisb.) DC.,Nymphaea ampla,Nymphaea,Nymphaeaceae,ampla,(Salisb.) DC.,,Not assessed
695,Phyllanthus epiphyllanthus L.,Phyllanthus epiphyllanthus,Phyllanthus,Phyllanthaceae,epiphyllanthus,L.,,LC
696,Phyllanthus mimosoides Sw.,Phyllanthus mimosoides,Phyllanthus,Phyllanthaceae,mimosoides,Sw.,,Not assessed
697,Pilosocereus polygonus (Lam.) Byles & G.D.Rowley,Pilosocereus polygonus,Pilosocereus,Cactaceae,royenii,(Lam.) Byles & G.D.Rowley,,LC
698,Selenicereus anthonyanus (Alexander) D.R.Hunt,Selenicereus anthonyanus,Selenicereus,Cactaceae,anthonyanus,(Alexander) D.R.Hunt,,LC
699,Selenicereus grandiflorus (L.) Britton & Rose,Selenicereus grandiflorus,Selenicereus,Cactaceae,grandiflorus,(L.) Britton & Rose,,LC
700,Zamia pumila L.,Zamia pumila,Zamia,Zamiaceae,pumila,L.,,VU
701,Acalypha alopecuroidea Jacq.,Acalypha alopecuroidea,Acalypha,Euphorbiaceae,aristata,Jacq.,,Not assessed
702,Epilobium latifolium L.,Epilobium latifolium,Epilobium,Onagraceae,latifolium,L.,,LC
703,Cirsium discolor (Muhl. ex Willd.) Spreng.,Cirsium discolor,Cirsium,Asteraceae,discolor,(Muhl. ex Willd.) Spreng.,,Not assessed
704,Cirsium foliosum DC.,Cirsium foliosum,Cirsium,Asteraceae,foliosum,DC.,,Not assessed
705,Cirsium muticum Michx.,Cirsium muticum,Cirsium,Asteraceae,muticum,Michx.,,Not assessed
706,Cirsium undulatum (Nutt.) Spreng.,Cirsium undulatum,Cirsium,Asteraceae,undulatum,(Nutt.) Spreng. ,,Not assessed
707,Comptonia peregrina (L.) Coult.,Comptonia peregrina,Comptonia,Myricaceae,peregrina,(L.) Coult.,,Not assessed
708,Conoclinium coelestinum (L.) DC.,Conoclinium coelestinum,Conoclinium,Asteraceae,coelestinum,(L.) DC.,,Not assessed
709,Dalea purpurea Vent.,Dalea purpurea,Dalea,Fabaceae,purpurea,Vent.,,Not assessed
710,Daucus pusillus Michx.,Daucus pusillus,Daucus,Apiaceae,pusillus,Michx.,,LC
711,Diervilla lonicera Mill.,Diervilla lonicera,Diervilla,Caprifoliaceae,lonicera,Mill.,,Not assessed
712,Dryopteris intermedia A.Gray,Dryopteris intermedia,Dryopteris,Dryopteridaceae,intermedia,A.Gray,,LC
713,Dryopteris marginalis (L.) A.Gray,Dryopteris marginalis,Dryopteris,Dryopteridaceae,marginalis,(L.) A.Gray,,Not assessed
714,Epipactis gigantea Douglas,Epipactis gigantea,Epipactis,Orchidaceae,gigantea,Douglas,,LC
715,Hypericum kalmianum L.,Hypericum kalmianum,Hypericum,Hypericaceae,kalmianum,L.,,Not assessed
716,Hypericum prolificum L.,Hypericum prolificum,Hypericum,Hypericaceae,prolificum,L.,,Not assessed
717,Hypericum punctatum Lam.,Hypericum punctatum,Hypericum,Hypericaceae,punctatum,Lam.,,Not assessed
718,Anemonastrum canadense (L.) Mosyakin,Anemonastrum canadense,Anemonastrum,Ranunculaceae,canadensis,(L.) Mosyakin,,Not assessed
719,Iva frutescens L.,Iva frutescens,Iva,Asteraceae,frutescens,L.,,Not assessed
720,Anemone multifida Poir.,Anemone multifida,Anemone,Ranunculaceae,multifida,Poir.,,Not assessed
721,Anemone virginiana L.,Anemone virginiana,Anemone,Ranunculaceae,virginiana,L.,,Not assessed
722,Lactuca biennis (Moench) Fernald,Lactuca biennis,Lactuca,Asteraceae,biennis,(Moench) Fernald,,Not assessed
723,Lactuca canadensis L.,Lactuca canadensis,Lactuca,Asteraceae,canadensis,L.,,Not assessed
724,Leersia virginica Willd.,Leersia virginica,Leersia,Poaceae,virginica,Willd.,,LC
725,Angelica lucida L.,Angelica lucida,Angelica,Apiaceae,lucida,L.,,Not assessed
726,Lupinus argenteus Pursh,Lupinus argenteus,Lupinus,Fabaceae,argenteus,Pursh,,LC
727,Lupinus bicolor Lindl.,Lupinus bicolor,Lupinus,Fabaceae,bicolor,Lindl.,,Not assessed
728,Maianthemum canadense Desf.,Maianthemum canadense,Maianthemum,Asparagaceae,canadense,Desf.,,Not assessed
729,Maianthemum racemosum (L.) Link,Maianthemum racemosum,Maianthemum,Asparagaceae,racemosum,(L.) Link,,Not assessed
730,Maianthemum stellatum (L.) Link,Maianthemum stellatum,Maianthemum,Asparagaceae,stellatum,(L.) Link,,Not assessed
731,Maianthemum trifolium (L.) Sloboda,Maianthemum trifolium,Maianthemum,Asparagaceae,trifolium,(L.) Sloboda,,Not assessed
732,Mertensia maritima (L.) Gray,Mertensia maritima,Mertensia,Boraginaceae,maritima,(L.) Gray,,Not assessed
733,Mertensia paniculata (Aiton) G.Don,Mertensia paniculata,Mertensia,Boraginaceae,paniculata,(Aiton) G.Don,,Not assessed
734,Mertensia virginica (L.) Pers. ex Link,Mertensia virginica,Mertensia,Boraginaceae,virginica,(L.) Pers. ex Link,,Not assessed
735,Mitella diphylla L.,Mitella diphylla,Mitella,Saxifragaceae,diphylla,L.,,Not assessed
736,Moehringia lateriflora (L.) Fenzl,Moehringia lateriflora,Moehringia,Caryophyllaceae,lateriflora,(L.) Fenzl,,LC
737,Nymphaea mexicana Zucc.,Nymphaea mexicana,Nymphaea,Nymphaeaceae,mexicana,Zucc.,,Not assessed
738,Nymphaea odorata Aiton,Nymphaea odorata,Nymphaea,Nymphaeaceae,odorata,Aiton,,LC
739,Nymphaea tetragona Georgi,Nymphaea tetragona,Nymphaea,Nymphaeaceae,tetragona,Georgi,,LC
740,Osmundastrum cinnamomeum (L.) C.Presl,Osmundastrum cinnamomeum,Osmundastrum,Osmundaceae,cinnamomea,(L.) C.Presl,,Not assessed
741,Osmunda claytoniana L.,Osmunda claytoniana,Osmunda,Osmundaceae,claytoniana,L.,,Not assessed
742,"Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon nudicaulis,Oreomecon,Papaveraceae,nudicaule,"(L.) Banfi, Bartolucci, J.-M.Tison & Galasso",,Not assessed
743,Aralia hispida Vent.,Aralia hispida,Aralia,Araliaceae,hispida,Vent.,,Not assessed
744,Aralia nudicaulis L.,Aralia nudicaulis,Aralia,Araliaceae,nudicaulis,L.,,Not assessed
745,Aralia racemosa L.,Aralia racemosa,Aralia,Araliaceae,racemosa,L.,,Not assessed
746,Sedum divergens S.Watson,Sedum divergens,Sedum,Crassulaceae,divergens,S.Watson,,Not assessed
747,Sedum lanceolatum Torr.,Sedum lanceolatum,Sedum,Crassulaceae,lanceolatum,Torr.,,Not assessed
748,Sedum oreganum Nutt.,Sedum oreganum,Sedum,Crassulaceae,oreganum,Nutt.,,Not assessed
749,Sedum spathulifolium Hook.,Sedum spathulifolium,Sedum,Crassulaceae,spathulifolium,Hook.,,Not assessed
750,Sedum ternatum Michx.,Sedum ternatum,Sedum,Crassulaceae,ternatum,Michx.,,Not assessed
751,Smilax herbacea L.,Smilax herbacea,Smilax,Smilacaceae,herbacea,L.,,Not assessed
752,Smilax tamnoides L.,Smilax tamnoides,Smilax,Smilacaceae,tamnoides,L.,,Not assessed
753,Tradescantia occidentalis (Britton) Smyth,Tradescantia occidentalis,Tradescantia,Commelinaceae,occidentalis,(Britton) Smyth,,LC
754,Tradescantia ohiensis Raf.,Tradescantia ohiensis,Tradescantia,Commelinaceae,ohiensis,Raf.,,Not assessed
755,Wyethia sagittata (Pursh) Mabb.,Wyethia sagittata,Wyethia,Asteraceae,sagittata,(Pursh) Mabb.,,Not assessed
756,Barbarea orthoceras Ledeb.,Barbarea orthoceras,Barbarea,Brassicaceae,orthoceras,Ledeb.,,Not assessed
757,Calochortus macrocarpus Douglas,Calochortus macrocarpus,Calochortus,Liliaceae,macrocarpus,Douglas,,Not assessed
758,Entada phaseoloides (L.) Merr.,Entada phaseoloides,Entada,Fabaceae,phaseoloides,(L.) Merr.,,Not assessed
759,Cerbera manghas L.,Cerbera manghas,Cerbera,Apocynaceae,manghas,L.,,LC
760,Hernandia cordigera Vieill.,Hernandia cordigera,Hernandia,Hernandiaceae,cordigera,Vieill.,,LC
761,Acacia simplex (Sparrm.) Pedley,Acacia simplex,Acacia,Fabaceae,simplex,(Sparrm.) Pedley,,LC
762,Dubouzetia confusa Guillaumin & Virot,Dubouzetia confusa,Dubouzetia,Elaeocarpaceae,confusa,Guillaumin & Virot,,LC
763,Dubouzetia campanulata Pancher ex Brongn. & Gris,Dubouzetia campanulata,Dubouzetia,Elaeocarpaceae,campanulata,Pancher ex Brongn. & Gris,,LC
764,Acacia spirorbis Labill.,Acacia spirorbis,Acacia,Fabaceae,spirorbis,Labill.,,LC
765,Atractocarpus platixylon (Vieill. ex Pancher & Sebert) Guillaumin,Atractocarpus platixylon,Atractocarpus,Rubiaceae,platixylon,(Vieill. ex Pancher & Sebert) Guillaumin,,Not assessed
766,Nepenthes vieillardii Hook.f.,Nepenthes vieillardii,Nepenthes,Nepenthaceae,vieillardii,Hook.f.,,LC
767,Dendrobium closterium Rchb.f.,Dendrobium closterium,Dendrobium,Orchidaceae,closterium,Rchb.f.,,LC
768,Dracophyllum verticillatum Labill.,Dracophyllum verticillatum,Dracophyllum,Ericaceae,verticillatum,Labill.,,LC
769,Schefflera spp.,Schefflera spp.,Schefflera,Araliaceae,,J.R.Forst. & G.Forst.,spp.,Not assessed
770,Tagetes lucida Cav.,Tagetes lucida,Tagetes,Asteraceae,lucida,Cav.,,Not assessed
771,Athyrium niponicum (Mett.) Hance,Athyrium niponicum,Athyrium,Athyriaceae,niponicum,(Mett.) Hance,,Not assessed
772,Mertensia ciliata (E.James ex Torr.) G.Don,Mertensia ciliata,Mertensia,Boraginaceae,ciliata,(E.James ex Torr.) G.Don,,Not assessed
773,Lithops fulviceps (N.E.Br.) N.E.Br.,Lithops fulviceps,Lithops,Aizoaceae,fulviceps,(N.E.Br.) N.E.Br.,,LC
774,Lithops karasmontana (Dinter & Schwantes) N.E.Br.,Lithops karasmontana,Lithops,Aizoaceae,karasmontana,(Dinter & Schwantes) N.E.Br.,,Not assessed
775,Lithops marmorata (N.E.Br.) N.E.Br.,Lithops marmorata,Lithops,Aizoaceae,marmorata,(N.E.Br.) N.E.Br.,,Not assessed
776,Lithops pseudotruncatella (A.Berger) N.E.Br.,Lithops pseudotruncatella,Lithops,Aizoaceae,pseudotruncatella,(A.Berger) N.E.Br.,,Not assessed
777,Lithops spp.,Lithops spp.,Lithops,Aizoaceae,,N.E.Br.,spp.,Not assessed
778,Cereus hildmannianus K.Schum.,Cereus hildmannianus,Cereus,Cactaceae,hildmannianus,K.Schum.,,LC
779,Cephalocereus polylophus (DC.) Britton & Rose,Cephalocereus polylophus,Cephalocereus,Cactaceae,polylopha,(DC.) Britton & Rose,,Not assessed
780,Calycanthus occidentalis Hook. & Arn.,Calycanthus occidentalis,Calycanthus,Calycanthaceae,occidentalis,Hook. & Arn.,,Not assessed
781,Tradescantia subaspera Ker Gawl.,Tradescantia subaspera,Tradescantia,Commelinaceae,subaspera,Ker Gawl.,,Not assessed
782,Sedum lineare Thunb.,Sedum lineare,Sedum,Crassulaceae,lineare,Thunb.,,Not assessed
783,Sedum morganianum E.Walther,Sedum morganianum,Sedum,Crassulaceae,morganianum,E.Walther,,Not assessed
784,Cucurbita foetidissima Kunth,Cucurbita foetidissima,Cucurbita,Cucurbitaceae,foetidissima,Kunth,,LC
785,Eucryphia cordifolia Cav.,Eucryphia cordifolia,Eucryphia,Cunoniaceae,cordifolia,Cav.,,LR/nt
786,Dryopteris cycadina (Franch. & Sav.) C.Chr.,Dryopteris cycadina,Dryopteris,Dryopteridaceae,cycadina,(Franch. & Sav.) C.Chr.,,Not assessed
787,Dryopteris sieboldii (T.Moore) Kuntze,Dryopteris sieboldii,Dryopteris,Dryopteridaceae,sieboldii,(T.Moore) Kuntze,,Not assessed
788,Rumohra adiantiformis (G.Forst.) Ching,Rumohra adiantiformis,Rumohra,Dryopteridaceae,adiantiformis,(G.Forst.) Ching,,LC
789,Oxydendrum arboreum (L.) DC.,Oxydendrum arboreum,Oxydendrum,Ericaceae,arboreum,(L.) DC.,,LC
790,Lupinus albifrons Benth.,Lupinus albifrons,Lupinus,Fabaceae,albifrons,Benth.,,Not assessed
791,Lycoris radiata (L'Hér.) Herb.,Lycoris radiata,Lycoris,Amaryllidaceae,radiata,(L'Hér.) Herb.,,Not assessed
792,Garrya elliptica Douglas ex Lindl.,Garrya elliptica,Garrya,Garryaceae,elliptica,Douglas ex Lindl.,,LC
793,Lycoris squamigera Maxim.,Lycoris squamigera,Lycoris,Amaryllidaceae,squamigera,Maxim.,,Not assessed
794,Pelargonium crispum (P.J.Bergius) L'Hér.,Pelargonium crispum,Pelargonium,Geraniaceae,crispum,(P.J.Bergius) L'Hér.,,Not assessed
795,Loropetalum chinense (R.Br.) Oliv.,Loropetalum chinense,Loropetalum,Hamamelidaceae,chinense,(R.Br.) Oliv.,,Not assessed
796,Hypericum frondosum Michx.,Hypericum frondosum,Hypericum,Hypericaceae,frondosum,Michx.,,Not assessed
797,Liriope muscari (Decne.) L.H.Bailey,Liriope muscari,Liriope,Asparagaceae,muscari,(Decne.) L.H.Bailey,,Not assessed
798,Nothofagus alpina (Poepp. & Endl.) Oerst.,Nothofagus alpina,Nothofagus,Nothofagaceae,alpina,(Poepp. & Endl.) Oerst.,,LC
799,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus pumilio,Nothofagus,Nothofagaceae,pumilio,(Poepp. & Endl.) Krasser,,LC
800,Abeliophyllum distichum Nakai,Abeliophyllum distichum,Abeliophyllum,Oleaceae,distichum,Nakai,,EN
801,Dendrobium aphyllum (Roxb.) C.E.C.Fisch.,Dendrobium aphyllum,Dendrobium,Orchidaceae,aphyllum,(Roxb.) C.E.C.Fisch.,,LC
802,Dendrobium spp.,Dendrobium spp.,Dendrobium,Orchidaceae,,Sw.,spp.,Not assessed
803,Heteromorpha arborescens (Spreng.) Cham. & Schltdl.,Heteromorpha arborescens,Heteromorpha,Apiaceae,arborescens,(Spreng.) Cham. & Schltdl.,,LC
804,Lapageria rosea Ruiz & Pav.,Lapageria rosea,Lapageria,Philesiaceae,rosea,Ruiz & Pav.,,Not assessed
805,Peperomia dolabriformis Kunth,Peperomia dolabriformis,Peperomia,Piperaceae,dolabriformis,Kunth,,Not assessed
806,Veronica × franciscana Eastw.,Veronica × franciscana,Veronica,Plantaginaceae,franciscana,Eastw.,,Not assessed
807,Maurandya barclayana Lindl.,Maurandya barclayana,Maurandya,Plantaginaceae,barclayana,Lindl.,,Not assessed
808,Pulsatilla patens (L.) Mill.,Pulsatilla patens,Pulsatilla,Ranunculaceae,patens,(L.) Mill.,,DD
809,Senegalia senegal (L.) Britton,Senegalia senegal,Senegalia,Fabaceae,senegalensis,(L.) Britton,,Not assessed
810,Limonia acidissima L.,Limonia acidissima,Limonia,Rutaceae,acidissima,L.,,Not assessed
811,Illicium floridanum J.Ellis,Illicium floridanum,Illicium,Schisandraceae,floridanum,J.Ellis,,LC
812,Browallia speciosa Hook.,Browallia speciosa,Browallia,Solanaceae,speciosa,Hook.,,Not assessed
813,Alocasia cuprea (K.Koch & C.D.Bouché) K.Koch,Alocasia cuprea,Alocasia,Araceae,cuprea,(K.Koch & C.D.Bouché) K.Koch,,Not assessed
814,Alocasia micholitziana Sander,Alocasia micholitziana,Alocasia,Araceae,micholitziana,Sander,,Not assessed
815,Alocasia odora (G.Lodd.) Spach,Alocasia odora,Alocasia,Araceae,odora,(G.Lodd.) Spach,,LC
816,Daphne odora Thunb.,Daphne odora,Daphne,Thymelaeaceae,odora,Thunb.,,Not assessed
817,Alocasia sanderiana W.Bull,Alocasia sanderiana,Alocasia,Araceae,sanderiana,W.Bull,,CR
818,Daphne tangutica Maxim.,Daphne tangutica,Daphne,Thymelaeaceae,tangutica,Maxim.,,Not assessed
819,Guaiacum sanctum L.,Guaiacum sanctum,Guaiacum,Zygophyllaceae,sanctum,L.,,NT
820,Nepenthes spp.,Nepenthes spp.,Nepenthes,Nepenthaceae,,L.,spp.,Not assessed
821,Pelargonium spp.,Pelargonium spp.,Pelargonium,Geraniaceae,,L'Hér. ex Aiton,spp.,Not assessed
822,Aphelandra sinclairiana Nees,Aphelandra sinclairiana,Aphelandra,Acanthaceae,sinclairiana,Nees,,Not assessed
823,Acacia confusa Merr.,Acacia confusa,Acacia,Fabaceae,confusa,Merr.,,LC
824,Acacia koa A.Gray,Acacia koa,Acacia,Fabaceae,koaia,A.Gray,,VU
825,Nephrolepis falcata (Cav.) C.Chr.,Nephrolepis falcata,Nephrolepis,Nephrolepidaceae,falcata,(Cav.) C.Chr.,,Not assessed
826,Calodendrum capense (L.f.) Thunb.,Calodendrum capense,Calodendrum,Rutaceae,capense,(L.f.) Thunb.,,LC
827,Pelargonium grandiflorum Willd.,Pelargonium grandiflorum,Pelargonium,Geraniaceae,grandiflorum,Willd.,,Not assessed
828,Hypericum revolutum Vahl,Hypericum revolutum,Hypericum,Hypericaceae,revolutum,Vahl,,LC
829,Maytenus boaria Molina,Maytenus boaria,Maytenus,Celastraceae,boaria,Molina,,LC
830,Melampodium perfoliatum (Cav.) Kunth,Melampodium perfoliatum,Melampodium,Asteraceae,perfoliatum,(Cav.) Kunth,,Not assessed
831,Hernandia nymphaeifolia (C.Presl) Kubitzki,Hernandia nymphaeifolia,Hernandia,Hernandiaceae,nymphaeifolia,(C.Presl) Kubitzki,,LC
832,Mazus pumilus (Burm.f.) Steenis,Mazus pumilus,Mazus,Mazaceae,pumilus,(Burm.f.) Steenis,,Not assessed
833,Melampodium divaricatum (Rich.) DC.,Melampodium divaricatum,Melampodium,Asteraceae,divaricatum,(Rich.) DC.,,Not assessed
834,Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.,Breynia vitis-idaea,Breynia,Phyllanthaceae,vitis-idaea,(Burm.f.) C.E.C.Fisch.,,LC
835,Prosopis farcta (Banks & Sol.) J.F.Macbr.,Prosopis farcta,Prosopis,Fabaceae,farcta,(Banks & Sol.) J.F.Macbr.,,LC
836,Vachellia farnesiana (L.) Wight & Arn.,Vachellia farnesiana,Vachellia,Fabaceae,farnesiana,(L.) Wight & Arn.,,LC
837,Freycinetia cumingiana Gaudich.,Freycinetia cumingiana,Freycinetia,Pandanaceae,cumingiana,Gaudich.,,Not assessed
838,Crotalaria laburnifolia L.,Crotalaria laburnifolia,Crotalaria,Fabaceae,laburnifolia,L.,,Not assessed
839,Dalbergia sissoo Roxb. ex DC.,Dalbergia sissoo,Dalbergia,Fabaceae,sissoo,Roxb. ex DC.,,LC
840,Dischidia nummularia R.Br.,Dischidia nummularia,Dischidia,Apocynaceae,nummularia,R.Br.,,Not assessed
841,Heptapleurum heptaphyllum (L.) Y.F.Deng,Heptapleurum heptaphyllum,Heptapleurum,Araliaceae,heptaphylla,(L.) Y.F.Deng,,Not assessed
842,Schinopsis balansae Engl.,Schinopsis balansae,Schinopsis,Anacardiaceae,balansae,Engl.,,LR/lc
843,Smilax china L.,Smilax china,Smilax,Smilacaceae,china,L.,,Not assessed
844,Barringtonia acutangula (L.) Gaertn.,Barringtonia acutangula,Barringtonia,Lecythidaceae,acutangula,(L.) Gaertn.,,LC
845,Maerua triphylla A.Rich.,Maerua triphylla,Maerua,Capparaceae,triphylla,A.Rich.,,LC
846,Asystasia mysorensis (Roth) T.Anderson,Asystasia mysorensis,Asystasia,Acanthaceae,mysorensis,(Roth) T.Anderson,,Not assessed
847,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Herbertia,Iridaceae,lahue,(Molina) Goldblatt,,Not assessed
848,Hypericum hypericoides (L.) Crantz,Hypericum hypericoides,Hypericum,Hypericaceae,hypericoides,(L.) Crantz,,LC
849,Hypericum tetrapetalum Lam.,Hypericum tetrapetalum,Hypericum,Hypericaceae,tetrapetalum,Lam.,,Not assessed
850,Keckiella cordifolia (Benth.) Straw,Keckiella cordifolia,Keckiella,Plantaginaceae,cordifolia,(Benth.) Straw,,Not assessed
851,Lupinus chamissonis Eschsch.,Lupinus chamissonis,Lupinus,Fabaceae,chamissonis,Eschsch.,,Not assessed
852,Lupinus diffusus Nutt.,Lupinus diffusus,Lupinus,Fabaceae,diffusus,Nutt.,,LC
853,Lupinus formosus Greene,Lupinus formosus,Lupinus,Fabaceae,formosus,Greene,,Not assessed
854,Lupinus hirsutissimus Benth.,Lupinus hirsutissimus,Lupinus,Fabaceae,hirsutissimus,Benth.,,Not assessed
855,Lupinus subcarnosus Hook.,Lupinus subcarnosus,Lupinus,Fabaceae,subcarnosus,Hook.,,Not assessed
856,Lupinus texensis Hook.,Lupinus texensis,Lupinus,Fabaceae,texensis,Hook.,,LC
857,Lyonothamnus floribundus A.Gray,Lyonothamnus floribundus,Lyonothamnus,Rosaceae,floribundus,A.Gray,,EN
858,Melampodium leucanthum Torr. & A.Gray,Melampodium leucanthum,Melampodium,Asteraceae,leucanthum,Torr. & A.Gray,,Not assessed
859,Aralia californica S.Watson,Aralia californica,Aralia,Araliaceae,californica,S.Watson,,Not assessed
860,Nyctaginia capitata Choisy,Nyctaginia capitata,Nyctaginia,Nyctaginaceae,capitata,Choisy,,Not assessed
861,Aralia spinosa L.,Aralia spinosa,Aralia,Araliaceae,spinosa,L.,,LC
862,Pelargonium panduriforme Eckl. & Zeyh.,Pelargonium panduriforme,Pelargonium,Geraniaceae,panduriforme,Eckl. & Zeyh.,,Not assessed
863,Neltuma glandulosa (Torr.) Britton & Rose,Neltuma glandulosa,Neltuma,Fabaceae,glandulosa,(Torr.) Britton & Rose,,LC
864,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens,Strombocarpa,Fabaceae,pubescens,(Benth.) A.Gray,,LC
865,Sagittaria montevidensis Cham. & Schltdl.,Sagittaria montevidensis,Sagittaria,Alismataceae,montevidensis,Cham. & Schltdl.,,Not assessed
866,Sedum albomarginatum R.T.Clausen,Sedum albomarginatum,Sedum,Crassulaceae,albomarginatum,R.T.Clausen,,Not assessed
867,Sedum glaucophyllum R.T.Clausen,Sedum glaucophyllum,Sedum,Crassulaceae,glaucophyllum,R.T.Clausen,,Not assessed
868,Sedum laxum (Britton) A.Berger,Sedum laxum,Sedum,Crassulaceae,laxum,(Britton) A.Berger,,Not assessed
869,Sedum moranense Kunth,Sedum moranense,Sedum,Crassulaceae,moranense,Kunth,,Not assessed
870,Sedum niveum Davidson,Sedum niveum,Sedum,Crassulaceae,niveum,Davidson,,Not assessed
871,Sedum obtusatum A.Gray,Sedum obtusatum,Sedum,Crassulaceae,obtusatum,A.Gray,,Not assessed
872,Sedum pulchellum Michx.,Sedum pulchellum,Sedum,Crassulaceae,pulchellum,Michx.,,Not assessed
873,Smilax bona-nox L.,Smilax bona-nox,Smilax,Smilacaceae,bona-nox,L.,L.,Not assessed
874,Smilax glauca Walter,Smilax glauca,Smilax,Smilacaceae,glauca,Walter,,Not assessed
875,Smilax laurifolia L.,Smilax laurifolia,Smilax,Smilacaceae,laurifolia,L.,,Not assessed
876,Stanleya pinnata (Pursh) Britton,Stanleya pinnata,Stanleya,Brassicaceae,pinnata,(Pursh) Britton,,Not assessed
877,Tagetes lemmonii A.Gray,Tagetes lemmonii,Tagetes,Asteraceae,lemmonii,A.Gray,,Not assessed
878,Tradescantia crassifolia Cav.,Tradescantia crassifolia,Tradescantia,Commelinaceae,crassifolia,Cav.,,Not assessed
879,Xylococcus bicolor Nutt.,Xylococcus bicolor,Xylococcus,Ericaceae,bicolor,Nutt.,,Not assessed
